date,region,concentracion_ref,concentracion_comb,concentracion_comuna,concentracion_rebote,emision_ref,emision_comb,emision_comuna,emision_rebote,número de habitantes
2015-08-19,Región del Maule,10.20243977518751,8.13752027057711,9.292581627472407,8.319306636992373,12.823260538609496,4.5371330116651105,9.251688914746884,5.139218010920285,1044950
2015-05-13,Región de Los Ríos,16.048365234138668,9.599224115383542,13.417643777218586,12.672652496175438,40.70012788621421,12.083112873156693,22.380397048735603,25.760495692546773,384837
2015-08-19,Región de La Araucanía,18.862468275962765,14.656569104529487,19.318034082675005,16.58373318971018,73.28898138081375,31.449689311218414,63.22076077171286,43.3013724322209,957224
2015-08-11,Región de Los Lagos,17.522686832712825,11.900756560469402,13.789892930912039,14.413066976145737,75.2141237066191,10.580959294665282,35.22490851528954,38.593509014435604,828708
2015-05-06,Región de Los Lagos,12.179607193833991,4.589975759242358,7.42122854849114,7.782694725718067,73.80587787929139,10.379787305489835,34.57033640356642,37.875724503383296,828708
2015-07-27,Región del Libertador Bernardo O'Higgins,5.952353967507564,4.942596808437865,5.5643169005292865,5.0563918229679965,6.055158987650179,3.695810442150341,4.374597373867434,3.841578528105046,914555
2015-08-06,Región de Aysén del Gral.Ibañez del Campo,14.927397459662666,14.607184152569637,14.742526506985701,14.935592455809504,26.34321304679402,4.158949655263604,6.297895315023591,13.84173545179882,103158
2015-05-03,Región de Los Ríos,20.886688741903427,12.29319951500131,17.32888066671517,18.273124627757102,40.66827646168552,12.074144939855733,22.370799064488768,25.749889454866732,384837
2015-06-10,Región de Aysén del Gral.Ibañez del Campo,10.853184732728309,10.343898390107116,10.447967289288378,10.71390660534625,27.330627331479054,4.31119914536787,6.532193996411753,14.364767250786205,103158
2015-08-01,Región de Aysén del Gral.Ibañez del Campo,9.029836021582991,8.3945963794425,8.657487031586648,8.925131309044575,27.054348832323623,4.264555356741846,6.4655753079312435,14.22707943524944,103158
2015-06-04,Región de Los Lagos,14.04077473091229,9.505726428316613,11.511380259972196,11.909871072233491,75.94553477634865,10.692539472761558,35.570157670321386,38.97390822446206,828708
2015-08-07,Región del Maule,6.9148572739558,5.664739337289924,6.69159091136374,5.786460935080427,12.994016902774822,4.595661932287078,9.378568957840118,5.206283785473272,1044950
2015-06-02,Región de Los Lagos,16.7426797661257,9.371665291728263,12.452970019222262,13.596599136339965,77.72126119523294,10.933657951733824,36.39907209964078,39.879959331971385,828708
2015-05-17,Región del Bío-Bío,11.028488035369554,8.584064335111671,10.983184291149612,9.206108540904753,35.4427971409125,17.79922012495536,25.148568215855484,18.312095736632198,1556805
2015-06-25,Región de Aysén del Gral.Ibañez del Campo,7.506749676254403,7.016978295672382,7.321937150278148,7.444694046846983,27.221320177013933,4.2975813068538065,6.507825159977316,14.303126610418518,103158
